Name,Type,Nation,Epoch
МиГ МиГ-27,Attack,СССР/Россия,Cold war;
Сухой Су-7Б,Attack,СССР/Россия,Cold war;
Сухой Су-17 Су-20 Су-22,Attack,СССР/Россия,Cold war;
Яковлев Як-36 Як-38,Attack,СССР/Россия,Cold war;
Aermacchi MB.326 Impala AT-26 Xavante,Attack,Южная Африка,Cold war;
Aero L-29 Delfin Maya,Attack,Чехословакия,Cold war;
Aero L-39 L-59 Albatros,Attack,СССР/Россия,Cold war;
BAe Harrier Sea Harrier AV-8 Matador,Attack,Великобритания,Cold war;
Blackburn B-37 Firebrand,Attack,Великобритания,Cold war;
Blackburn B-48 Firecrest,Attack,Великобритания,Cold war;
Blackburn B-103 Buccaneer,Attack,Великобритания,Cold war;
Canadair CL-41 CT-114 Tutor Tebuan,Attack,Канада,Cold war;
Cessna A-37 T-37 Dragonfly,Attack,США,Cold war;
Dassault Etendard IV Super Etendard,Attack,Франция,Cold war;
Douglas AD A-1 Skyraider,Attack,США,Cold war;
Douglas A2D Skyshark,Attack,США,Cold war;
Douglas A-4 Skyhawk,Attack,США,Cold war;
FFA P-16,Attack,Швейцария,Cold war;
Fiat G.91,Attack,Италия,Cold war;
FMA IAe.30 Nancu,Attack,Аргентина,Cold war;
FMA IA-58 Pucara,Attack,Аргентина,Cold war;
Grumman AF-2 AF-3 Guardian,Attack,США,Cold war;
Grumman A-6 Intruder,Attack,США,Cold war;
HAL HJT-16 Kiran,Attack,Индия,Cold war;
HAL HF-24 Marut,Attack,Индия,Cold war;
Hispano HA-200 HA-220 Saeta Super Saeta,Attack,Испания,Cold war;
Hunting P.84 P.88 Jet Provost BAC.147 Strikemaster,Attack,Великобритания,Cold war;
LIPNUR X-01 NU-200 Sikumbang,Attack,Индонезия,Cold war;
Martin AM-1 BTM Mauler,Attack,США,Cold war;
Nanchang Q-5 A-5 Fantan,Attack,Китай (КНР),Cold war;
North American OV-10 Bronco,Attack,США,Cold war;
North American T-28 Trojan Fennec,Attack,США,Cold war;
Northrop A-9 YA-9,Attack,США,Cold war;
SAAB 105 Sk.60,Attack,Австрия,Cold war;
SIAI-Marchetti SF.260,Attack,Таиланд,Cold war;
Soko G-2 Galeb J-21 Jastreb,Attack,Югославия,Cold war;
Soko J-20 P-2 Kraguj,Attack,Югославия,Cold war;
Vought A-7 Corsair 2,Attack,США,Cold war;
Westland Wyvern,Attack,Великобритания,Cold war;
Антонов ДТ-5 8,Transport,СССР/Россия,Cold war;
Антонов Ан-2 Ан-3 C-5 Y-5 Colt,Transport,Польша,Cold war;
Антонов Ан-8,Transport,СССР/Россия,Cold war;
Антонов Ан-10 Ан-12,Transport,СССР/Россия,Cold war;
Антонов Ан-14 Ан-28 Пчелка,Transport,Германия (ГДР),Cold war;
Антонов Ан-22 Антей,Transport,СССР/Россия,Cold war;
Антонов Ан-24 Ан-26 Y-7,Transport,СССР/Россия,Cold war;
Антонов Самолет ""Р"",Transport,СССР/Россия,Cold war;
Антонов СКВ,Transport,СССР/Россия,Cold war;
Бериев Бе-30 Бе-32,Transport,Другие,Cold war;
Ильюшин Ил-12,Transport,Аэрофлот,Cold war;
Ильюшин Ил-14,Transport,Польша,Cold war;
Ильюшин Ил-18 (первый),Transport,Другие,Cold war;
Ильюшин Ил-18,Transport,Аэрофлот,Cold war;
Ильюшин Ил-62,Transport,Interflug,Cold war;
Туполев Ту-70 Ту-75,Transport,Другие,Cold war;
Туполев Ту-104 Ту-107,Transport,Аэрофлот,Cold war;
Туполев Ту-114,Transport,Аэрофлот,Cold war;
Туполев Ту-124,Transport,Германия (ГДР),Cold war;
Туполев Ту-134 Ту-135,Transport,СССР/Россия,Cold war;
Туполев Ту-144,Transport,Аэрофлот,Cold war;
Туполев Ту-154,Transport,Аэрофлот,Cold war;
Яковлев Як-14,Transport,СССР/Россия,Cold war;
Яковлев Як-40,Transport,Чехословакия,Cold war;
Aeritalia G-222 C-27 Spartan,Transport,Таиланд,Cold war;
Aero Design 500 520 560 680 690 720 L-26 U-4 U-9 Commander,Transport,Вьетнам (Южный),Cold war;
Aerospatiale Concorde,Transport,Air France,Cold war;
Aerospatiale SC.601 Corvette,Transport,Air Alsace,Cold war;
Airbus A-300,Transport,Thai Airways International,Cold war;
Armstrong Whitworth Agrosy,Transport,Великобритания,Cold war;
ATL ATL.90 Accountant,Transport,Другие,Cold war;
ATL ATL.98 Carvair,Transport,BAF,Cold war;
Atlas C-4M Kudu,Transport,Южная Африка,Cold war;
BAC 111 One-Eleven,Transport,Austral,Cold war;
Blackburn B-101 Beverley,Transport,Великобритания,Cold war;
Boeing Model 367 377 C-97 Stratocruiser,Transport,США,Cold war;
Boeing Model 707 C-18,Transport,США,Cold war;
Boeing Model 717 C-135 KC-135,Transport,США,Cold war;
Boeing Model 720,Transport,Monarch,Cold war;
Boeing Model 727 C-22,Transport,Alaska Airlines,Cold war;
Boeing Model 737 T-43 Bobcat C-40 Clipper,Transport,США,Cold war;
Boeing Model 747,Transport,Air India,Cold war;
Boeing Model 2707,Transport,Другие,Cold war;
Breda BZ.308,Transport,Италия,Cold war;
Breguet Br.761 763 Deux Ponts Provence Sahara,Transport,Франция,Cold war;
Breguet Br.941,Transport,Франция,Cold war;
Bristol Type 167 Brabazon,Transport,Другие,Cold war;
Bristol Type 170 Freighter Wayfarer,Transport,Ирак,Cold war;
Bristol Type 175 Britannia CL-28 Argus,Transport,BOAC,Cold war;
Canadair CL-44 CC-106 Yukon,Transport,EFS,Cold war;
CASA C-201 Alcotan,Transport,Испания,Cold war;
CASA C-212 Aviocar,Transport,Таиланд,Cold war;
Convair CV-240 CV-340 CV-440 CV-540 CV-580 CV-600 CV-640 Convair Liner Metropolitan,Transport,Swissair,Cold war;
Convair CV-880,Transport,Delta,Cold war;
Convair CV-990 Coronado,Transport,Spantax,Cold war;
Curtiss X-19 X-100,Transport,США,Cold war;
Dassault MD.303 311 315 Flamant,Transport,Франция,Cold war;
Dassault Mystere-Falcon 10 100 Minifalcon,Transport,Франция,Cold war;
Dassault Mystere-Falcon 20 200,Transport,Франция,Cold war;
de Havilland DH.104 Dove,Transport,Конго (Катанга),Cold war;
de Havilland DH.106 Comet,Transport,Великобритания,Cold war;
de Havilland DH.114 Heron,Transport,Иордания,Cold war;
de Havilland DH.121 HS.121 Trident,Transport,BEA,Cold war;
de Havilland DH.125 HS.125 BAe 125 Dominie C-29 U-125,Transport,Великобритания,Cold war;
de Havilland Canada DHC-2 Beaver,Transport,Таиланд,Cold war;
de Havilland Canada DHC-3 Otter,Transport,США,Cold war;
de Havilland Canada DHC-4 C-7 Caribou,Transport,США,Cold war;
de Havilland Canada DHC-5 Buffalo,Transport,Бразилия,Cold war;
de Havilland Canada DHC-6 Twin Otter,Transport,Чили,Cold war;
Dornier Do.28 Skyservant,Transport,Греция,Cold war;
Dornier Do.31,Transport,Германия (Западная/ФРГ),Cold war;
Douglas C-74 C-124 Globemaster I II,Transport,США,Cold war;
Douglas DC-6 DC-7,Transport,Adria Airways,Cold war;
Douglas DC-8,Transport,Delta,Cold war;
Douglas DC-9 C-9 Nightingale,Transport,Swissair,Cold war;
Douglas DC-10 KC-10 Extender,Transport,Swissair,Cold war;
Embraer EMB-110 C-95 Bandeirante,Transport,Бразилия,Cold war;
Fairchild C-82 C-119 Packet Flying Boxcar,Transport,США,Cold war;
Fairchild C-123 Provider,Transport,Таиланд,Cold war;
Fairchild Merlin II III,Transport,Бельгия,Cold war;
Fiat G.212,Transport,Италия,Cold war;
Fokker F.27 FH-227 Troopship Enforcer,Transport,Таиланд,Cold war;
Fokker F.28 Fellowship,Transport,Аргентина,Cold war;
Fokker F.50 Troopship Maritime,Transport,Air Andaman,Cold war;
GAF N-22 N-24 Nomad Searchmaster,Transport,Таиланд,Cold war;
Grumman C-1 Trader,Transport,США,Cold war;
Grumman C-2 Greyhound,Transport,США,Cold war;
Hamburger Flugzeugbau HFB.320 Hansa,Transport,Германия (Западная/ФРГ),Cold war;
Handley Page HP.67 Hastings,Transport,Великобритания,Cold war;
Handley Page HP.137 Jetstream,Transport,Великобритания,Cold war;
Hawker Siddeley HS-125,Transport,Qantas,Cold war;
Hawker Siddeley HS-748 Andover,Transport,Великобритания,Cold war;
Hiller X-18,Transport,США,Cold war;
IAI IAI-201 Arava,Transport,Израиль,Cold war;
IAI IAI-1121 1123 1124 Jet Commander Westwind Commodore Jet,Transport,Другие,Cold war;
Learjet 23 24 25 28 29 35 36 45 55 60 C-21,Transport,США,Cold war;
Let L-410 Turbolet,Transport,Германия (ГДР),Cold war;
Lockheed C-130 L-100 Hercules,Transport,США,Cold war;
Lockheed C-141 Starlifter,Transport,США,Cold war;
Lockheed C-5 Galaxy,Transport,США,Cold war;
Lockheed L-49 L-749 L-1049 L-1649 C-69 C-121 Constellation Super Constellation,Transport,США,Cold war;
Lockheed L-188 Electra,Transport,BI,Cold war;
Lockheed L-1011 Tristar,Transport,Великобритания,Cold war;
Miles M.60 M.69 HPR.1 Marathon,Transport,Великобритания,Cold war;
Martin 2-0-2 3-0-3 4-0-4 RM-1 VC-3,Transport,Eastern,Cold war;
Mitsubishi MU-2,Transport,Япония,Cold war;
Moynet M.360 Jupiter,Transport,Другие,Cold war;
NAMC (Nihon) C-1 EC-1,Transport,Япония,Cold war;
NAMC (Nihon) YS-11,Transport,Phuket Airlines,Cold war;
Nord N.262 Fregate,Transport,Франция,Cold war;
Nord N.2500 N.2501 Noratlas,Transport,Франция,Cold war;
North American T-39 Sabreliner,Transport,Аргентина,Cold war;
Percival P.50 P.54 Prince Survey Prince Sea Prince,Transport,Великобритания,Cold war;
Percival P.66 Pembroke,Transport,Великобритания,Cold war;
Piaggio P.166 Portofino,Transport,Южная Африка,Cold war;
Potez 840 841 842,Transport,Aero-Deinst,Cold war;
Savoia Marchetti SM.102,Transport,Италия,Cold war;
Scottish Aviation Twin Pioneer,Transport,Великобритания,Cold war;
Short SC.5 SC.10 Belfast,Transport,Великобритания,Cold war;
Short SC.7 Skyvan,Transport,Австрия,Cold war;
Sud-Aviation SE.210 Caravelle,Transport,Swissair,Cold war;
Sud-Ouest SO.30 Bretagne,Transport,Франция,Cold war;
Transall C-160,Transport,Франция,Cold war;
VFW-Fokker VFW.614,Transport,Air Alsace,Cold war;
Vickers VC.1 Viking Valetta Varsity,Transport,Великобритания,Cold war;
Vickers VC.2 V.700 798 800 810 Viscount,Transport,Condor,Cold war;
Vickers-Armstrongs VC.10,Transport,Великобритания,Cold war;
VVB BB-152 VEB-152,Transport,Interflug,Cold war;
КАИ КАИ-12 Приморец,Other,Другие,Cold war;
Сухой УТБ-2,Other,Польша,Cold war;
Яковлев Як-11 C-11,Other,Германия (ГДР),Cold war;
Яковлев Як-12,Other,Польша,Cold war;
Яковлев Як-18,Other,Польша,Cold war;
Aermacchi AL.60 AM-3 Trojan,Other,Южная Африка,Cold war;
Aero Ae-45 Ae-145 Kocsag,Other,Германия (ГДР),Cold war;
Aero L-60 Brigadyr,Other,Германия (ГДР),Cold war;
Aeronca Model 9 L-16 Champion Traveler Sky Trac,Other,Другие,Cold war;
AIDC T-CH-1 Chung-Hsing,Other,Тайвань,Cold war;
Avions Fairey Tipsy Nipper T.66,Other,Другие,Cold war;
Beagle B.121 B.125 Pup Bulldog,Other,Кения,Cold war;
Beagle B.206 Basset,Other,Великобритания,Cold war;
Bede BD-5,Other,Другие,Cold war;
Beech Model 33 35 36 Bonanza Debonair,Other,Другие,Cold war;
Beech Model 50 Twin Bonanza,Other,Швейцария,Cold war;
Beech Model 55 56 58 PD-146 Baron Marquis,Other,Другие,Cold war;
Beech Model 60 Duke,Other,Другие,Cold war;
Beech Model 65 70 80 90 100 Queen Air King Air,Other,Аргентина,Cold war;
Beech Model 76 Duchess,Other,Другие,Cold war;
Beech Model 95 Travel Air Baron T-42 Cochise,Other,США,Cold war;
Beech T-34 Mentor Turbo Mentor,Other,Аргентина,Cold war;
Boulton & Paul P.108 Balliol,Other,Великобритания,Cold war;
Bowers Fly Baby,Other,Другие,Cold war;
Britten Norman BN-2 Islander Defender,Other,Оман,Cold war;
Cessna Model 150 152 Trainer,Other,Таиланд,Cold war;
Cessna Model 170 L-19 O-1 Bird Dog,Other,США,Cold war;
Cessna Model 172 182 Skyhawk Skylane T-41 Mescalero,Other,Таиланд,Cold war;
Cessna Model 180 185 Skywagon U-17,Other,Таиланд,Cold war;
Cessna Model 188 AG-Wagon AG-Truck,Other,Хорватия,Cold war;
Cessna Model 205 206 207 Super Skywagon Stationair Super Skylane,Other,Rutaca Airlines,Cold war;
Cessna Model 310 320 335 340 U-3,Other,Таиланд,Cold war;
Cessna Model 337 O-2 Skymaster Sentry,Other,Португалия,Cold war;
Cessna Model 401 402 411 Utiliner Businessliner,Other,Франция,Cold war;
Commonwealth CA-25 Winjeel,Other,Австралия,Cold war;
CSS CSS-10,Other,Другие,Cold war;
Dalotel DM-165,Other,Другие,Cold war;
de Havilland Canada DHC-1 Chipmunk,Other,Великобритания,Cold war;
DINFIA IA.35 Huanquero,Other,Аргентина,Cold war;
Dornier Do.27,Other,Германия (Западная/ФРГ),Cold war;
Druine D.31 Turbulent,Other,Другие,Cold war;
Embraer T-25 AT-25 Universal,Other,Бразилия,Cold war;
Fauvel AV.36 AV.361,Other,Другие,Cold war;
Fiat G.46,Other,Австрия,Cold war;
Fokker S.11 S.12 T.21 T.22 Instructor,Other,Нидерланды,Cold war;
Fokker S.13 Universal Trainer,Other,Нидерланды,Cold war;
Fokker S.14 Mach-Trainer,Other,Нидерланды,Cold war;
Fouga CM.170 Magister CM.175 Zephyr,Other,Франция,Cold war;
Fuji T-1 Hatsutaka,Other,Япония,Cold war;
Grumman G-164 Ag Cat,Other,Другие,Cold war;
HAL HT-2,Other,Индия,Cold war;
HAL HA-31 Basant,Other,Другие,Cold war;
HAL Krishak,Other,Индия,Cold war;
Helio H-295 H-391 H-395 L-24 L-28 U-10 Courier Super Courier,Other,США,Cold war;
Hispano HS-42,Other,Испания,Cold war;
Hodek HK-101,Other,Другие,Cold war;
Ikarus Aero 2,Other,Югославия,Cold war;
Ikarus S.451,Other,Югославия,Cold war;
Jodel D.11 D.112 D.140 Abeille Mousquetaire,Other,Франция,Cold war;
Lazarov Laz-12,Other,Болгария,Cold war;
Let L-200 201 210 Morava,Other,Чехословакия,Cold war;
Let Z-37 Cmelak,Other,Interflug,Cold war;
Letov LF-107 Lunak,Other,Чехословакия,Cold war;
LeVier W-5 Cosmic Wind,Other,Другие,Cold war;
Lockheed T-33 RT-33 T-1 T2V Shooting Star Seastar,Other,США,Cold war;
LWD Junak-1 Junak-2 TS-9 Junak-3 Zuch,Other,Польша,Cold war;
LWD Osa,Other,Польша,Cold war;
LWD Szpak 1 2 4,Other,Другие,Cold war;
LWD Zak-1 2 3,Other,Другие,Cold war;
Max Holste MH.1521 Broussard,Other,Франция,Cold war;
Miles M.65 Gemini,Other,Израиль,Cold war;
Mitsubishi T-2,Other,Япония,Cold war;
Morane-Saulnier MS.470 472 474 475 Vanneau,Other,Франция,Cold war;
Morane-Saulnier MS.730 733 Alcyon,Other,Франция,Cold war;
Morane-Saulnier MS.755 MS.760 Fleuret Paris,Other,Франция,Cold war;
Mudry CAP.10 20 21,Other,Франция,Cold war;
Nanchang CJ-6,Other,Китай (КНР),Cold war;
Neiva L-42 Regente,Other,Бразилия,Cold war;
Neiva 621 T-25 Universal I II,Other,Бразилия,Cold war;
Nord N.1201 1203 1204 Norecrin,Other,Швейцария,Cold war;
Nord 3200 3202,Other,Франция,Cold war;
Nord 3400 Norbarbe,Other,Франция,Cold war;
Northrop T-38 Talon,Other,США,Cold war;
Percival P.56 Provost,Other,Великобритания,Cold war;
Piaggio P.148 P.149 Piaggino,Other,Австрия,Cold war;
Pilatus P-2,Other,Швейцария,Cold war;
Pilatus P-3,Other,Швейцария,Cold war;
Pilatus PC-6 Porter,Other,Таиланд,Cold war;
Pilatus PC-7 Turbo Trainer,Other,Швейцария,Cold war;
Piper PA-18 L-18 L-21 Super Cub,Other,Австрия,Cold war;
Piper PA-20 Pacer PA-22 Tri Pacer,Other,Другие,Cold war;
Piper PA-23 UO-1 U-11 Apache Aztec,Other,Франция,Cold war;
Piper PA-24 Comanche,Other,Другие,Cold war;
Piper PA-25 Pawnee,Other,Другие,Cold war;
Pitts S-1 S-2 Special,Other,Чили,Cold war;
PZL M-2,Other,Другие,Cold war;
PZL M-4 Tarpan,Other,Другие,Cold war;
PZL M-15 Belphegor,Other,Другие,Cold war;
PZL PZL-102 Kos,Other,Другие,Cold war;
PZL PZL-104 Wilga,Other,Польша,Cold war;
PZL PZL-106 Kruk,Other,Другие,Cold war;
PZL S-1,Other,Другие,Cold war;
PZL SZD-6 Nietoperz,Other,Другие,Cold war;
PZL SZD-8 Jaskolka,Other,Другие,Cold war;
PZL SZD-9 Bocian,Other,Другие,Cold war;
PZL SZD-10 Czapla,Other,Другие,Cold war;
PZL SZD-12 Mucha 100,Other,Другие,Cold war;
PZL SZD-15 Sroka,Other,Другие,Cold war;
PZL SZD-16 Gil,Other,Другие,Cold war;
PZL SZD-18 Czajka,Other,Другие,Cold war;
PZL SZD-19 SZD-29 SZD-31 Zefir 2 3 4,Other,Другие,Cold war;
PZL SZD-22 Much Standard,Other,Другие,Cold war;
PZL SZD-24 Foka 2,Other,Другие,Cold war;
PZL SZD-25 Lis,Other,Другие,Cold war;
PZL SZD-45 Ogar,Other,Китай (КНР),Cold war;
PZL TS-8 Bies,Other,Польша,Cold war;
PZL TS-11 Iskra,Other,Польша,Cold war;
Rhein-West-Flug RW.3 Multoplane Passat,Other,Другие,Cold war;
Rockwell T-2 Buckeye,Other,США,Cold war;
SAAB MFI-9 MiniCOIN,Other,Биафра,Cold war;
SAAB MFI-10 Vipan,Other,Другие,Cold war;
SAAB MFI-15 Safari MFI-17 Supporter,Other,Норвегия,Cold war;
SAAB S-91 Sk.50 Safir,Other,Норвегия,Cold war;
SAN Jodel D.140 Mosquetaire,Other,Франция,Cold war;
Schleicher ASK-13,Other,Другие,Cold war;
Schleicher ASK-21,Other,Другие,Cold war;
Schweizer SGS 2-32 X-26 Frigate,Other,США,Cold war;
Scottish Aviation Pioneer,Other,Великобритания,Cold war;
Short S.6 Sturgeon,Other,Великобритания,Cold war;
SIAI-Marchetti SM.1019,Other,Италия,Cold war;
SNCAC NC.850 853 856 Norvigie,Other,Франция,Cold war;
SOCATA MS.880 Rallye Club Rallye 100 Galopin Rallye 235 Guerrier,Other,Франция,Cold war;
Stampe et Vertongen SR.7B Monitor IV,Other,Бельгия,Cold war;
Steen Skybolt Super Skybolt,Other,Другие,Cold war;
Stinson 108 Voyager Voyager Station Wagon,Other,Франция,Cold war;
Transavia PL-12 Airtruk,Other,Другие,Cold war;
UTVA Aero-3,Other,Югославия,Cold war;
Valmet Vihuri,Other,Финляндия,Cold war;
Wasilewski IS-B Kamar,Other,Другие,Cold war;
Zlin Z-26 Z-126 Z-226 Z-326 Z-526 Trener Trener-Master Akrobat,Other,Австрия,Cold war;
Zlin Z-42 43,Other,Германия (ГДР),Cold war;
Zlin Z-50,Other,Другие,Cold war;
Zlin Z-142 Z-242 SAFIR-142,Other,Алжир,Cold war;
Бериев Бе-6,Sea,СССР/Россия,Cold war;
Бериев Бе-10,Sea,СССР/Россия,Cold war;
Бериев Бе-12 Бе-14 Чайка,Sea,СССР/Россия,Cold war;
Бериев Р-1 Р-2,Sea,СССР/Россия,Cold war;
Canadair CL-215 CL-415,Sea,Греция,Cold war;
Grumman G-73 Mallard,Sea,Chalk's,Cold war;
Grumman U-16 Albatross,Sea,США,Cold war;
Hughes H-4 Hercules,Sea,Другие,Cold war;
Lake LA-4 Seawolf,Sea,Таиланд,Cold war;
Martin P-5 Marlin,Sea,США,Cold war;
Martin P6M Sea Master,Sea,США,Cold war;
Pereira X-28 Sea Skimmer Osprey I,Sea,США,Cold war;
Piaggio P.136,Sea,Италия,Cold war;
Republic RC-1 3 Seabee,Sea,Израиль,Cold war;
Saunders-Roe SR.45 Princess,Sea,Другие,Cold war;
Shin Meiwa SS-2 PS-1 US-1,Sea,Япония,Cold war;
Short SA.6 Sealand,Sea,Югославия,Cold war;
Антонов Ан-30,Special,СССР/Россия,Cold war;
Бисноват 5-1 5-2,Special,СССР/Россия,Cold war;
Грунин ЭСКА-1,Special,Другие,Cold war;
Ильюшин Ил-20 Ил-22 Ил-24,Special,СССР/Россия,Cold war;
Ильюшин Ил-38,Special,СССР/Россия,Cold war;
МиГ Е-8,Special,СССР/Россия,Cold war;
МиГ Е-50,Special,СССР/Россия,Cold war;
МиГ Е-150 Е-151 Е-152 Е-166,Special,СССР/Россия,Cold war;
Сухой Су-12,Special,СССР/Россия,Cold war;
Туполев Ту-126,Special,СССР/Россия,Cold war;
Цыбин РСР НМ-1,Special,СССР/Россия,Cold war;
Яковлев Як-27,Special,СССР/Россия,Cold war;
Aerocar Int Taylor's Aerocar,Special,Другие,Cold war;
Avro 696 Shackleton,Special,Великобритания,Cold war;
Avro 707,Special,Великобритания,Cold war;
Avro 730,Special,Великобритания,Cold war;
Avro Canada VZ-9 Avrocar,Special,США,Cold war;
Bell X-1,Special,США,Cold war;
Bell X-2,Special,США,Cold war;
Bell X-5,Special,США,Cold war;
Bell X-22,Special,США,Cold war;
Boeing E-4,Special,США,Cold war;
Boeing F-99 IM-99 CIM-10 Bomarc,Special,США,Cold war;
Boeing X-20 Dyna Soar,Special,США,Cold war;
Breguet Br.1050 Alize,Special,Франция,Cold war;
Breguet Br.1150 Atlantique I,Special,Франция,Cold war;
Bristol T.188,Special,Великобритания,Cold war;
Canadair CL-28 CP-107 Argus,Special,Канада,Cold war;
Convair XF-92,Special,США,Cold war;
Convair XFY-1 Pogo,Special,США,Cold war;
Dornier Do.29,Special,Германия (Западная/ФРГ),Cold war;
Douglas D-558 Skystreak Skyrocket,Special,США,Cold war;
Douglas X-3 Stiletto,Special,США,Cold war;
Douglas XB-42 Mixmaster,Special,США,Cold war;
Fairey FD.2 Delta 2,Special,Великобритания,Cold war;
Fairey Gannet,Special,Великобритания,Cold war;
Grumman E-2 Hawkeye,Special,США,Cold war;
Grumman EA-6 Prowler,Special,США,Cold war;
Grumman OV-1 Mohawk,Special,США,Cold war;
Grumman S-2 Tracker,Special,США,Cold war;
Hawker Siddeley Nimrod,Special,Великобритания,Cold war;
Hughes XF-11 XR-11,Special,США,Cold war;
Hunting H.126,Special,Великобритания,Cold war;
Ikarus M-452,Special,Другие,Cold war;
Leduc 0.10 0.16 0.21 0.22,Special,Франция,Cold war;
Lockheed P-2 Neptune,Special,США,Cold war;
Lockheed P-3 Orion,Special,Нидерланды,Cold war;
Lockheed SR-71 Blackbird,Special,США,Cold war;
Lockheed U-2 TR-1,Special,США,Cold war;
Lockheed X-17,Special,США,Cold war;
Lockheed XFV-1 Pogo Salmon,Special,США,Cold war;
Martin P4M Mercator,Special,США,Cold war;
Martin SV-5 X-23 X-24 Prime,Special,США,Cold war;
Miles M.52,Special,Великобритания,Cold war;
Nord N.1500 Griffon,Special,Франция,Cold war;
North American X-15,Special,США,Cold war;
Northrop X-4 Bantam,Special,США,Cold war;
Rockwell XFV-12,Special,США,Cold war;
Ryan XV-5,Special,США,Cold war;
Ryan X-13 Verticjet,Special,США,Cold war;
SAAB 210 Lilldraken,Special,Другие,Cold war;
Short SB.6 Seamew,Special,Великобритания,Cold war;
Short SC.1,Special,Великобритания,Cold war;
SNECMA C.400 C.450 Coleoptere,Special,Другие,Cold war;
Sud-Est SE.5000 SE.5003 Baroudeur,Special,Франция,Cold war;
Sud-Ouest SOM.1 SOM.2,Special,Франция,Cold war;
Sud-Ouest SO.6000 Triton,Special,Франция,Cold war;
Sud-Ouest SO.9000 SO.9050 Trident Trident II,Special,Франция,Cold war;
Tallmantz Phoenix P-1,Special,Другие,Cold war;
VFW-Fokker VAK.191,Special,Германия (Западная/ФРГ),Cold war;
Vought SSM-N-8 Regulus-1 Regulus-2,Special,США,Cold war;
Камов Ка-8,Helicopter,СССР/Россия,Cold war;
Камов Ка-15,Helicopter,СССР/Россия,Cold war;
Камов Ка-18,Helicopter,СССР/Россия,Cold war;
Камов Ка-25,Helicopter,СССР/Россия,Cold war;
Камов Ка-26,Helicopter,Аэрофлот,Cold war;
Камов Ка-27 Ка-28,Helicopter,СССР/Россия,Cold war;
Миль Ми-1,Helicopter,Германия (ГДР),Cold war;
Миль Ми-2,Helicopter,Польша,Cold war;
Миль Ми-4 Z-5,Helicopter,Германия (ГДР),Cold war;
Миль Ми-6,Helicopter,СССР/Россия,Cold war;
Миль Ми-8 Ми-17 Ми-18,Helicopter,СССР/Россия,Cold war;
Миль Ми-10,Helicopter,СССР/Россия,Cold war;
Миль Ми-12 (В-12),Helicopter,Другие,Cold war;
Миль Ми-14,Helicopter,СССР/Россия,Cold war;
Миль Ми-24 Ми-25 Ми-35,Helicopter,СССР/Россия,Cold war;
Яковлев Як-24,Helicopter,СССР/Россия,Cold war;
Aerospatiale SE.3120 SE.313 SA.315 SA.318 Alouette II Lama Cheetah,Helicopter,Франция,Cold war;
Aerospatiale SE.3160 SA.316 SA.319 Alouette III Chetak,Helicopter,Франция,Cold war;
Aerospatiale SA.321 Super Frelon,Helicopter,Израиль,Cold war;
Aerospatiale SA.330 SA.332 AS.532 EC.225 EC.725 Puma Super Puma Cougar,Helicopter,Франция,Cold war;
Aerospatiale SA.341 SA.342 Gazelle,Helicopter,Франция,Cold war;
Bell 47 H-13 Sioux,Helicopter,Таиланд,Cold war;
Bell 204 205 212 214 UH-1 Iroquois Huey,Helicopter,США,Cold war;
Bell 206 406 Ranger OH-4 OH-58 Kiowa,Helicopter,США,Cold war;
Bell AH-1 Cobra,Helicopter,США,Cold war;
Bell HSL-1,Helicopter,США,Cold war;
Bensen B-8 X-25 Gyrocopter,Helicopter,США,Cold war;
Boeing H-46 Sea Knight CH-113 Labrador Voyageur,Helicopter,Канада,Cold war;
Boeing H-47 Chinook,Helicopter,Великобритания,Cold war;
Brantly B-2,Helicopter,Другие,Cold war;
Bristol Type 171 Sycamore,Helicopter,Великобритания,Cold war;
Bristol Type 173 191 Belvedere,Helicopter,Великобритания,Cold war;
PZL BZ-1 Gil,Helicopter,Другие,Cold war;
Enstrom F-28 280 Shark Hawk,Helicopter,Другие,Cold war;
Fairey Rotodyne,Helicopter,Другие,Cold war;
Hiller 360 UH-12 OH-23 Raven,Helicopter,Израиль,Cold war;
Hughes Model 369 OH-6 MD.500 Cayuse Loach Defender,Helicopter,США,Cold war;
Kaman H-2 Seasprite,Helicopter,США,Cold war;
Kaman H-43 Huskie,Helicopter,Пакистан,Cold war;
Lockheed AH-56 Cheyenne,Helicopter,США,Cold war;
MBB Bo.105 PAH-1,Helicopter,Германия (Западная/ФРГ),Cold war;
Piasecki H-21 Work Horse Shawnee,Helicopter,США,Cold war;
Piasecki H-25 Arme Mule HUP Retriever,Helicopter,США,Cold war;
Piasecki PV-3 PV-17 HRP-1 HRP-2 Rescuer,Helicopter,США,Cold war;
PZL BZ-4 GIL-4 Zuk,Helicopter,Другие,Cold war;
PZL JK-1 Trzmiel,Helicopter,Другие,Cold war;
Saunders-Roe W.14 Skeeter,Helicopter,Великобритания,Cold war;
Schweizer Model 300 H-55 Osage TH-300,Helicopter,Сальвадор,Cold war;
Sikorsky S-51 H-5 R-5 HO3S WS.51 Dragonfly Widgeon,Helicopter,США,Cold war;
Sikorsky S-55 H-19 HO4S Chickasaw Whirlwind,Helicopter,США,Cold war;
Sikorsky S-56 H-37 HR2S Mojave,Helicopter,США,Cold war;
Sikorsky S-58 H-34 Choctaw Wessex,Helicopter,США,Cold war;
Sikorsky S-60 S-64 H-54 Tarche Skycrane,Helicopter,США,Cold war;
